neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
3,203,2,75,1,1,88
4,110,2,40,1,13,17
3,62,2,125,3,2,238
2,159,1,150,3,18,68
2,109,2,66,2,14,180
3,65,1,190,2,32,17
3,203,2,110,3,5,176
3,104,2,90,3,1,258
3,128,2,250,1,0,10
3,210,1,150,2,0,2
2,215,1,179,4,8,104
3,35,1,195,2,8,41
2,52,2,70,5,2,308
2,14,1,140,1,3,316
3,202,2,69,2,11,240
2,215,2,55,5,24,313
2,14,1,119,5,25,77
3,203,1,175,5,7,19
3,207,2,125,3,1,81
2,75,2,74,1,8,283
3,95,2,60,1,0,26
2,14,2,80,1,1,22
4,5,1,149,4,5,66
2,129,1,125,2,1,55
2,81,1,130,5,1,2
3,120,2,75,5,14,217
4,118,1,125,5,12,3
2,52,2,54,6,6,225
3,62,1,175,3,27,128
3,96,1,151,6,22,56
4,105,2,70,5,3,189
2,152,1,170,4,0,199
2,215,1,195,2,5,7
1,154,1,195,2,2,313
2,215,1,150,2,14,363
3,203,1,148,3,35,207
1,112,1,159,3,8,112
2,29,2,200,2,10,79
1,79,2,33,2,0,84
2,20,1,100,2,8,359
2,217,2,90,3,4,290
3,207,2,50,1,35,36
3,210,1,220,2,13,3
2,82,1,80,5,4,269
3,203,1,200,5,12,25
2,14,2,55,2,24,347
4,55,2,70,1,5,31
3,96,2,140,2,1,39
4,151,1,130,4,4,145
3,202,1,120,3,12,105
2,92,2,189,3,34,74
3,65,1,133,2,1,50
2,29,1,125,5,4,18
3,36,2,185,1,36,233
2,183,1,249,3,12,26
1,156,1,110,3,7,42
3,95,1,200,3,25,89
2,215,2,60,2,0,339
2,75,2,50,2,1,7
2,8,2,45,1,1,95
3,62,2,85,2,1,36
2,52,2,99,1,3,365
2,163,1,100,1,2,13
4,218,2,45,3,10,54
2,152,1,90,4,22,13
2,215,2,125,5,15,288
3,95,1,180,5,27,88
2,75,2,70,2,0,177
2,75,1,120,4,19,8
3,74,1,114,1,6,11
4,5,1,250,2,0,282
3,95,2,65,4,29,98
3,74,2,145,1,0,35
2,14,1,125,1,0,116
3,95,2,80,3,33,39
3,95,1,220,3,33,174
2,24,2,50,2,27,71
3,95,1,270,3,23,17
2,14,2,58,2,0,317
2,14,2,120,2,6,52
3,207,1,200,5,3,30
2,86,1,135,2,19,35
3,96,1,120,3,2,203
3,62,1,80,5,15,46
2,29,2,80,1,1,168
3,104,2,66,3,1,107
3,131,1,135,1,1,3
1,17,3,49,1,2,358
2,61,2,38,2,9,357
2,215,1,226,2,0,328
4,78,1,115,2,15,44
1,147,2,40,1,1,175
2,52,1,150,5,28,62
1,135,2,55,1,32,76
2,191,2,35,1,27,35
2,29,2,60,5,6,13
4,167,2,45,2,27,190
3,96,1,250,3,3,42
3,35,1,225,3,0,87
3,74,1,214,2,3,333
2,160,1,175,4,6,337
2,29,2,98,2,2,55
2,92,2,100,1,36,335
4,105,3,70,1,2,365
2,61,1,125,1,0,33
3,96,2,105,1,10,191
2,215,1,220,4,22,8
3,203,2,85,3,6,193
3,95,2,75,1,21,351
4,151,1,90,4,12,193
3,93,1,89,2,22,11
2,14,1,245,4,13,272
2,183,1,139,2,19,93
3,95,1,150,2,13,362
2,29,1,135,2,10,15
2,29,2,70,2,28,359
3,120,2,78,1,22,91
5,187,2,100,1,1,365
2,29,2,55,1,19,74
3,203,2,67,1,21,331
4,78,2,60,1,6,365
5,212,2,40,2,17,36
1,79,2,60,2,6,34
4,72,1,250,2,22,47
4,105,3,28,1,0,341
2,14,2,63,3,6,60
2,14,2,70,2,14,365
4,5,1,72,3,36,10
2,215,1,275,2,0,16
2,14,2,75,2,5,16
3,104,1,100,1,0,13
2,191,2,50,1,10,71
3,62,2,82,4,0,45
2,29,2,155,1,1,365
3,62,1,250,1,8,37
2,14,2,55,5,4,21
2,61,2,67,3,0,357
4,221,1,120,3,2,180
2,52,1,150,5,8,118
3,65,2,124,2,11,3
3,207,2,82,1,6,334
2,52,2,46,1,13,301
4,78,2,70,1,7,326
2,52,1,180,1,0,165
2,14,2,50,5,7,40
3,95,2,65,5,2,159
4,100,2,40,1,3,20
1,48,2,42,2,0,326
2,81,2,75,3,14,35
4,190,2,49,3,14,106
4,78,2,73,1,25,317
3,93,2,99,1,0,226
4,55,1,65,6,19,7
2,152,1,150,3,4,130
2,14,2,55,2,23,322
4,5,1,95,2,9,212
3,138,2,120,1,36,180
2,75,1,110,2,1,260
3,179,1,187,2,7,4
2,215,1,148,2,11,64
3,207,2,84,1,0,39
1,206,2,60,2,10,365
4,190,3,40,1,20,343
4,60,2,70,1,11,78
3,65,2,150,1,3,27
2,61,1,82,1,5,19
2,29,2,73,3,8,104
2,53,2,34,4,8,58
2,191,1,150,2,17,244
3,95,2,165,2,6,363
3,104,2,59,1,0,357
2,152,1,165,6,5,73
2,109,1,169,1,2,53
3,95,2,60,5,18,154
4,5,2,90,1,12,104
3,203,1,150,2,29,11
3,202,1,230,3,0,350
3,65,1,205,1,1,349
3,96,1,269,4,26,49
3,120,2,125,1,1,364
3,207,2,70,1,0,90
2,24,3,30,1,1,364
2,215,2,45,1,17,354
3,95,1,131,3,10,12
4,182,2,65,2,16,180
3,128,1,150,1,4,5
3,207,2,50,1,7,83
2,29,1,140,3,15,240
2,160,1,195,3,33,241
2,52,2,35,2,26,79
4,124,2,70,1,0,75
3,95,1,250,4,0,13
2,191,1,99,4,20,146
3,95,2,125,2,3,87
3,128,2,100,1,1,1
2,52,2,55,4,27,261
2,82,1,160,2,4,313
2,14,2,75,1,7,326
2,52,2,50,5,1,35
2,21,2,50,2,1,25
4,5,2,80,3,23,244
2,29,2,90,2,12,3
2,215,2,99,1,0,90
1,49,2,35,1,15,70
2,90,3,100,1,1,363
3,199,2,70,3,0,62
2,14,2,49,2,9,308
4,85,2,40,2,1,90
2,109,2,95,3,19,85
2,14,2,100,1,1,356
2,129,2,50,2,21,179
3,65,2,74,1,2,188
2,18,2,49,1,19,360
3,96,2,85,2,34,103
3,74,2,145,1,9,90
3,128,1,245,2,7,257
3,35,2,120,1,4,5
3,65,1,250,1,2,63
1,73,2,50,1,28,73
2,160,1,145,4,0,41
4,5,1,225,2,1,279
2,215,2,85,3,2,89
1,1,1,250,2,22,361
2,14,1,140,2,1,81
4,84,2,50,2,6,51
2,61,1,250,3,15,266
4,80,2,119,2,21,363
2,109,2,60,2,20,347
3,128,2,100,4,32,174
4,164,2,55,2,25,38
4,78,2,60,1,9,57
2,61,2,89,1,14,364
2,215,1,200,1,17,87
2,81,3,31,1,2,73
3,87,1,200,3,13,157
2,14,1,68,1,0,255
2,77,2,85,2,0,365
2,92,1,225,5,7,4
2,92,1,175,2,21,38
3,95,3,200,1,8,180
3,65,1,250,2,10,188
2,29,2,90,2,26,84
2,86,2,129,1,28,362
4,106,2,65,2,13,362
1,39,2,40,1,0,188
2,29,2,65,3,4,342
4,5,2,55,1,20,252
3,65,1,199,4,8,232
2,215,1,200,5,10,117
2,75,2,200,1,30,362
3,138,1,239,1,8,140
2,183,1,93,5,10,2
3,96,2,210,1,0,333
3,36,2,100,1,13,2
4,167,2,50,1,14,272
3,192,2,100,1,0,353
3,95,1,150,3,15,7
3,95,2,55,1,0,21
2,215,2,70,4,1,220
3,203,1,110,2,33,6
2,14,2,70,2,8,5
2,82,1,149,4,33,313
3,62,1,100,1,4,22
3,203,1,200,3,22,28
1,67,2,65,1,0,89
2,29,2,50,2,2,35
3,35,1,150,3,9,13
2,14,2,56,1,5,1
5,88,1,115,1,36,263
4,69,2,30,1,0,15
2,14,1,200,2,15,300
3,202,1,110,3,30,265
2,92,1,199,3,23,60
2,160,3,25,2,4,365
3,179,1,180,4,0,5
2,215,2,80,5,0,38
2,14,2,60,1,4,354
4,106,1,65,2,27,182
4,13,2,45,1,4,54
4,5,2,45,5,20,16
1,73,2,75,5,35,300
5,91,2,235,1,1,87
4,98,2,175,1,0,89
2,81,1,270,3,1,125
2,64,2,65,2,1,352
1,134,3,77,1,0,90
2,176,2,65,1,4,359
3,116,2,120,3,3,10
2,21,3,30,1,0,365
3,65,1,100,2,0,22
3,128,1,249,3,1,149
3,96,1,168,5,0,50
2,31,2,130,1,0,365
2,152,1,95,3,4,270
4,167,2,75,2,2,341
4,5,1,70,1,1,2
3,95,2,60,4,2,13
3,202,2,160,3,7,81
4,164,2,70,2,32,89
2,14,2,45,3,5,220
3,128,2,250,1,0,361
2,215,1,160,3,11,188
3,96,1,199,2,35,200
3,207,2,25,3,34,139
2,29,2,69,2,23,145
3,36,1,175,2,4,18
2,14,2,57,2,0,61
3,62,2,90,3,7,310
2,61,2,65,2,24,290
5,171,2,65,1,1,179
4,78,2,70,1,5,5
2,42,1,120,1,1,57
2,52,2,100,3,0,220
3,35,1,170,5,13,4
3,120,2,90,2,14,60
3,202,1,145,1,1,110
2,53,2,35,1,7,158
2,44,1,250,2,19,295
3,210,1,200,6,5,17
3,62,2,124,1,7,155
2,64,2,55,5,27,42
2,215,2,110,3,23,159
3,202,2,69,4,0,17
4,165,2,85,3,0,88
4,99,2,79,3,4,180
2,215,2,57,2,1,16
3,95,1,202,3,0,205
2,18,2,99,1,21,153
3,95,1,100,6,0,332
2,215,1,190,4,4,187
3,65,1,169,1,5,59
3,192,2,100,1,0,201
2,52,1,200,1,25,2
3,95,2,112,2,31,340
3,74,1,180,2,3,5
3,96,3,69,1,1,24
2,29,2,60,1,6,167
3,202,2,95,2,35,180
3,203,2,110,3,5,158
2,92,1,170,3,4,157
3,95,2,155,2,14,172
4,5,2,49,1,5,332
2,109,1,250,2,31,58
5,195,2,47,1,20,323
4,124,2,75,1,1,173
4,167,2,60,1,10,365
1,206,2,50,2,14,132
4,106,1,190,1,16,132
2,52,2,80,6,0,358
2,14,2,38,2,0,43
2,152,2,125,5,7,180
3,95,2,55,4,13,299
3,35,1,180,3,6,20
3,179,2,119,1,35,156
2,58,1,99,3,1,31
2,14,2,55,2,21,19
3,62,1,150,1,11,356
3,62,1,250,3,13,74
4,190,2,89,1,18,297
5,187,1,48,2,0,25
2,42,1,200,1,19,285
3,62,1,120,5,20,341
2,215,2,230,1,21,24
3,104,2,65,4,1,13
2,14,1,175,2,21,164
4,78,2,55,2,31,282
3,95,2,94,1,30,218
2,176,3,40,2,3,343
2,14,1,75,5,16,15
4,55,1,200,3,1,11
1,119,2,60,1,8,364
2,29,2,39,2,9,79
2,215,2,79,3,4,69
3,95,2,60,2,0,363
2,29,2,58,6,31,147
2,29,1,140,3,14,229
2,31,2,110,1,4,365
3,96,1,220,1,0,277
2,86,1,150,4,2,55
3,128,1,230,3,2,29
2,183,2,49,3,2,30
3,131,2,109,1,10,143
1,112,2,55,5,3,364
2,160,2,70,2,4,321
3,96,2,100,1,15,27
2,14,1,188,2,23,75
3,95,1,150,1,5,319
2,52,2,49,1,23,48
2,52,1,150,3,2,70
3,207,2,79,3,4,17
2,215,1,225,1,0,84
3,95,2,65,2,6,72
4,164,2,80,1,0,123
2,215,2,100,1,35,17
3,203,1,99,5,10,29
1,154,1,99,2,8,360
3,203,1,135,1,7,94
2,42,1,172,4,8,189
3,104,2,125,2,21,141
2,86,2,80,2,35,189
3,203,2,150,2,21,333
3,128,1,276,2,0,173
4,126,2,70,1,1,364
2,14,2,55,2,26,192
3,65,2,200,1,1,363
3,113,3,39,1,4,324
2,14,2,65,2,23,319
4,105,2,40,2,8,75
3,95,2,89,5,34,86
3,203,1,219,4,30,45
4,106,2,225,1,1,364
2,14,1,140,6,18,11
4,169,1,179,2,34,205
2,160,1,135,2,29,80
3,95,2,85,2,0,10
2,77,2,77,2,2,178
2,191,2,40,1,4,250
3,95,2,85,1,3,193
3,95,2,95,2,4,180
4,182,1,89,1,2,42
3,116,3,65,5,19,89
3,65,2,139,2,31,81
3,128,2,100,1,0,271
2,29,2,50,4,3,79
3,87,1,145,2,13,1
2,92,2,100,1,18,325
2,215,2,90,3,0,364
3,203,1,239,4,3,184
4,80,1,100,4,11,15
4,106,2,70,1,29,8
2,61,1,150,2,36,248
2,61,2,50,2,32,362
2,64,2,90,3,0,180
2,92,2,170,1,0,220
2,82,1,89,3,4,21
2,29,1,85,5,32,38
2,14,1,90,6,1,35
4,118,2,60,1,4,355
3,65,1,225,5,2,90
4,161,1,110,2,20,27
3,74,2,200,2,13,352
2,64,1,160,3,4,36
2,29,2,58,5,1,17
3,62,1,174,3,9,85
5,149,1,100,2,2,36
2,14,1,150,1,10,206
3,95,2,100,1,6,125
3,146,1,203,2,0,88
3,203,2,85,1,34,8
4,118,2,149,1,0,316
3,95,2,55,2,8,330
2,215,2,71,2,5,182
3,35,1,200,3,17,5
3,128,2,119,2,6,297
3,179,1,249,3,1,363
4,190,3,105,1,19,364
3,96,2,75,2,15,33
3,35,1,149,2,9,151
2,14,2,55,1,24,64
2,215,1,250,3,19,7
1,79,2,48,2,18,34
3,202,1,190,1,36,358
3,95,2,60,3,11,365
4,23,3,30,1,10,361
4,190,1,110,2,24,128
2,14,2,60,2,10,311
4,98,1,150,2,17,10
3,203,1,180,2,15,18
4,167,2,75,2,2,52
3,95,1,150,3,6,10
4,124,2,50,1,10,218
3,203,2,160,3,3,5
3,65,2,95,1,6,160
2,21,2,45,1,0,151
2,29,2,60,1,0,16
2,20,1,225,2,24,189
2,92,1,195,3,12,112
2,18,2,79,2,1,179
2,52,1,149,5,35,12
2,29,2,55,1,4,179
2,52,2,50,3,7,249
2,215,2,70,2,14,3
4,164,2,50,1,34,347
2,81,2,75,5,6,167
2,14,1,140,2,12,284
3,120,1,175,3,14,51
3,95,2,70,4,8,102
2,215,2,75,3,1,13
2,215,2,70,3,4,3
3,96,2,125,3,6,2
3,146,1,200,2,22,3
3,128,1,182,3,5,41
4,105,2,70,3,23,177
2,52,2,38,2,12,351
3,113,2,150,2,0,31
3,36,1,250,2,9,41
2,129,1,49,4,5,179
4,110,3,35,2,2,34
3,116,1,260,3,2,33
2,61,2,68,1,18,152
3,95,2,59,1,6,74
2,215,2,45,2,0,274
2,61,1,74,3,11,86
2,14,2,60,2,2,171
1,135,1,100,1,0,173
2,176,1,83,3,29,227
2,14,2,45,2,0,3
2,92,2,61,1,30,1
3,95,1,102,2,14,293
2,215,2,89,2,23,103
3,179,1,210,3,34,37
1,153,2,45,1,10,352
2,20,1,130,3,6,194
2,215,2,75,1,8,109
2,77,2,34,1,7,349
4,221,2,75,2,25,365
2,92,3,119,1,0,365
3,65,2,67,4,11,4
2,64,2,80,2,3,363
1,135,2,50,2,3,8
2,14,2,90,2,1,5
2,52,2,60,2,2,83
4,5,1,190,3,32,53
4,72,2,60,1,1,90
4,55,1,75,3,13,1
3,120,2,128,1,0,365
3,128,1,200,6,23,89
2,61,1,85,2,33,34
2,42,1,160,3,3,8
2,183,1,150,5,0,8
3,96,3,100,1,2,363
3,96,1,250,4,17,200
3,7,2,100,1,0,348
4,124,1,100,1,13,183
3,120,2,89,4,12,168
3,207,2,70,1,0,165
4,13,2,82,1,8,172
2,29,2,95,2,1,65
2,14,1,99,2,7,68
2,42,1,250,2,16,78
1,33,1,128,2,0,167
2,52,2,75,2,2,89
4,78,1,200,1,12,145
2,160,2,150,2,0,27
4,190,2,65,2,10,44
2,215,1,90,4,11,3
2,215,2,51,1,10,310
2,52,2,56,4,34,18
2,42,2,90,2,19,149
3,128,1,229,1,0,306
2,191,2,185,1,0,177
3,113,1,150,2,23,12
3,62,2,49,5,14,12
2,205,1,225,2,1,303
3,179,1,209,2,7,265
3,35,1,275,3,20,106
3,202,1,225,2,8,209
2,14,2,90,5,2,71
1,132,1,150,1,3,65
3,128,2,231,2,12,165
3,74,1,228,2,11,355
2,21,2,50,3,3,179
2,53,3,25,4,19,16
2,14,1,125,3,0,125
3,202,1,170,5,26,115
1,156,2,95,3,5,49
2,8,2,100,1,6,365
2,86,2,129,1,7,364
4,51,3,24,1,4,346
4,118,2,30,3,14,77
2,14,2,45,4,30,286
4,51,3,25,1,2,351
4,5,2,69,5,17,208
3,96,1,250,2,0,32
3,65,2,90,5,11,5
4,60,2,60,2,4,325
3,95,2,60,2,12,1
2,14,2,65,3,21,148
2,14,2,75,2,0,88
3,120,1,150,5,20,26
4,164,2,99,1,0,131
3,65,1,155,2,36,164
2,42,1,225,2,29,36
3,65,2,125,2,26,118
2,29,2,59,1,4,160
2,32,1,250,2,26,266
3,35,1,170,3,2,39
1,180,1,103,2,19,75
2,8,2,90,3,34,231
3,62,1,139,2,3,74
3,74,1,195,2,12,24
2,14,1,195,4,5,15
2,14,2,100,1,0,130
2,191,2,45,2,13,37
2,14,2,47,1,10,173
3,95,2,60,3,10,8
3,116,1,200,5,0,45
2,215,1,175,2,4,34
3,203,2,150,1,7,135
2,52,2,80,2,5,311
3,87,1,136,4,0,148
3,65,1,195,3,30,248
1,206,2,37,1,12,315
4,165,1,185,3,0,32
3,62,2,88,2,34,86
2,109,1,140,3,13,141
2,14,2,150,2,5,102
3,96,3,70,1,3,24
2,215,1,150,2,6,2
2,215,2,80,3,1,20
2,109,2,36,2,13,231
4,118,2,101,1,0,361
2,52,1,110,2,29,19
4,190,1,120,2,5,81
2,191,2,55,1,14,174
3,210,2,126,2,1,15
3,96,1,179,6,1,3
3,62,2,70,4,23,80
2,42,2,45,1,4,135
4,184,2,42,2,12,365
2,14,1,145,1,11,118
3,62,2,100,3,22,23
2,183,1,150,3,22,144
4,167,1,74,1,16,351
2,160,1,100,5,8,57
1,135,1,65,2,15,51
3,138,2,85,5,3,364
2,32,2,75,1,25,65
3,62,1,109,1,8,233
2,52,2,59,2,25,60
2,14,2,63,2,13,321
3,202,2,99,3,14,44
3,113,3,39,2,6,352
2,21,2,56,1,12,321
2,46,1,149,4,9,74
2,31,2,65,4,8,37
3,207,2,150,1,9,188
3,36,1,139,4,8,350
3,138,2,159,1,17,155
3,131,2,98,1,23,64
2,14,2,50,2,3,316
2,14,1,225,4,0,9
3,95,1,225,4,0,364
3,62,1,120,2,25,6
3,179,1,170,2,19,184
2,14,2,65,3,17,365
2,29,1,99,2,12,46
1,112,2,100,1,0,115
2,52,1,199,4,7,89
2,215,1,160,1,35,269
4,107,1,219,2,0,359
3,138,1,168,3,0,341
1,17,2,65,3,26,46
3,95,2,100,6,13,308
2,92,3,40,2,7,299
3,179,2,100,1,0,276
4,107,2,35,2,30,233
2,14,2,99,1,4,189
3,96,2,69,2,22,7
3,120,2,135,1,0,162
2,29,2,65,1,14,44
2,81,2,76,3,23,177
4,126,2,28,1,21,14
2,14,2,80,5,12,354
3,203,1,175,3,21,42
4,164,3,40,1,25,78
2,215,2,55,2,5,160
4,30,2,65,2,27,79
3,95,2,100,1,4,365
4,30,2,50,1,34,61
3,202,2,120,3,14,36
2,29,3,25,4,27,49
3,96,1,150,3,1,138
4,190,1,115,2,16,34
2,77,2,49,2,1,96
2,61,2,80,5,2,89
2,52,1,120,1,0,14
2,75,2,50,3,0,311
2,29,1,150,3,22,50
2,29,2,42,2,0,125
3,210,1,197,2,3,2
2,29,2,35,4,1,7
2,92,2,199,1,0,365
3,210,2,130,5,4,117
4,167,2,89,1,28,212
2,81,2,80,2,14,189
3,202,2,95,1,21,188
2,215,2,150,3,0,344
2,215,2,75,2,28,342
2,42,1,90,3,5,50
2,152,1,220,3,27,68
2,8,1,125,5,0,213
2,52,1,78,3,3,17
2,42,1,160,3,24,365
4,167,1,110,3,10,16
3,146,1,200,5,7,1
2,29,2,47,2,30,303
3,120,3,117,1,5,139
2,215,2,65,4,10,5
4,98,1,99,1,0,139
1,39,2,34,2,0,9
2,14,1,209,2,7,201
2,21,2,60,1,7,179
4,51,2,150,2,0,363
3,62,2,69,3,17,77
2,152,1,140,4,9,227
1,17,2,100,3,36,49
4,118,3,48,2,21,90
2,29,2,69,3,19,238
2,109,1,100,1,1,96
2,14,1,110,6,8,4
3,96,2,270,6,4,365
2,61,2,125,1,11,29
2,191,2,60,1,0,353
3,35,2,200,4,2,365
2,52,1,85,4,0,50
3,113,3,49,1,11,304
2,92,1,100,2,13,1
2,183,1,150,3,6,1
4,118,2,125,1,0,358
3,202,2,135,4,5,95
2,29,2,65,2,17,349
2,14,2,70,2,26,339
3,202,1,219,2,20,133
2,129,1,105,3,1,46
4,106,2,125,1,1,253
2,14,2,43,1,33,170
2,6,2,100,1,2,90
4,218,2,60,3,0,50
4,78,1,159,3,1,78
3,65,1,180,3,8,10
2,152,2,80,2,24,294
2,160,1,150,3,15,154
2,14,2,48,3,22,94
3,120,1,250,2,0,170
2,92,1,199,2,14,250
3,95,2,140,1,3,336
3,74,1,185,2,6,295
2,215,1,270,2,1,308
4,78,2,99,1,2,90
3,62,2,50,1,13,365
2,14,1,150,3,0,334
3,36,2,120,2,8,34
2,29,2,81,1,10,35
2,64,2,30,2,3,158
2,109,1,200,1,24,290
2,14,2,54,4,2,330
2,152,2,60,1,20,258
2,160,3,40,1,0,245
3,113,1,200,2,16,6
3,65,2,195,5,19,178
4,100,1,207,1,13,346
2,64,2,120,2,22,40
2,29,1,175,2,23,227
2,215,2,90,5,1,73
4,161,2,35,3,8,38
3,138,2,132,4,10,364
3,207,2,65,2,7,180
3,95,3,60,1,0,7
4,60,2,29,1,5,35
4,69,2,75,1,1,359
4,190,3,39,2,18,344
3,210,1,269,4,10,10
4,5,2,65,1,6,31
2,215,2,115,2,0,121
3,120,1,200,2,3,38
3,96,1,225,3,0,151
4,118,3,40,3,1,178
3,74,1,208,5,4,9
2,52,2,85,2,34,127
2,109,2,70,2,7,37
1,155,1,150,1,4,78
2,14,1,160,1,6,68
1,211,2,50,3,6,27
2,75,2,70,3,3,188
2,14,2,60,2,2,151
2,129,1,80,2,1,33
5,188,2,85,1,0,359
2,215,1,200,3,0,28
2,52,3,100,2,0,364
3,65,2,98,3,1,158
2,14,1,195,2,4,301
2,24,3,35,1,34,343
2,52,2,45,1,12,150
3,128,2,85,4,29,13
2,14,1,139,1,8,118
2,52,2,65,1,0,342
2,52,1,100,3,12,4
1,67,1,95,3,5,311
3,65,2,70,4,3,346
4,105,2,110,2,0,85
2,42,1,190,2,10,12
1,112,1,145,2,14,332
2,82,3,40,1,24,89
2,61,2,35,3,7,319
2,176,1,98,2,12,320
2,14,1,160,2,22,289
2,14,2,63,2,0,83
2,14,2,55,1,15,20
3,116,2,95,2,2,23
2,14,2,43,1,4,343
2,75,2,55,5,4,89
3,95,2,80,3,13,6
2,92,2,50,2,11,49
2,14,1,200,2,1,5
4,60,2,50,2,1,34
4,167,1,120,3,16,60
3,202,2,149,2,32,75
2,159,1,120,3,13,9
4,5,2,50,2,18,24
4,69,1,95,5,29,120
3,128,1,195,5,12,6
2,14,1,159,2,1,341
3,74,2,250,1,0,292
2,14,1,265,2,3,114
2,29,2,45,1,33,25
3,104,2,45,2,36,188
4,5,2,50,1,27,363
3,210,1,250,3,28,51
3,96,1,250,2,1,9
3,128,1,149,2,7,163
3,202,1,79,4,5,128
3,203,2,140,1,13,54
2,20,1,190,1,0,148
3,96,1,156,1,21,46
3,35,1,199,2,8,125
3,95,2,54,2,12,129
2,75,2,50,2,6,2
3,203,1,220,3,7,4
3,96,2,175,1,6,365
2,52,3,24,5,7,14
3,203,1,245,1,0,287
3,95,2,70,1,0,5
3,128,1,240,2,11,258
3,203,2,100,4,1,341
4,164,1,95,2,7,345
4,5,3,55,5,0,83
3,203,1,195,2,21,2
3,95,2,60,2,3,188
2,52,1,80,4,12,29
2,52,1,139,2,2,12
2,14,1,185,3,19,363
4,5,2,65,1,23,334
3,202,1,190,2,26,42
2,42,2,97,1,23,189
3,96,1,180,2,8,10
3,128,1,130,2,2,365
3,62,2,57,1,26,344
3,95,2,50,2,20,157
3,95,1,275,2,1,351
4,169,2,75,1,2,5
3,62,2,79,3,21,46
2,14,1,225,2,33,1
4,186,1,70,3,12,323
3,192,2,100,1,0,262
3,202,2,200,1,0,179
4,80,2,58,2,35,235
2,159,1,275,4,19,34
3,95,2,81,4,4,291
3,192,2,200,1,5,51
1,135,2,35,1,24,150
3,96,2,129,3,0,5
2,14,1,150,2,18,299
2,152,1,260,3,17,309
2,215,1,275,4,0,5
2,77,2,47,1,36,59
3,203,1,115,3,9,315
4,118,1,120,1,30,6
3,202,1,175,4,12,231
3,202,2,150,2,5,345
4,5,2,75,1,0,359
3,202,2,89,3,7,213
2,92,1,260,2,1,245
2,14,2,69,2,21,28
2,14,1,150,3,15,77
4,60,2,54,3,27,35
3,35,2,12,3,8,37
3,74,1,75,1,1,181
2,52,1,133,2,7,41
3,36,2,130,3,0,222
3,95,1,182,2,5,19
3,210,2,200,2,0,32
2,14,2,80,2,3,54
2,183,2,84,2,11,87
4,184,2,109,1,1,365
3,62,2,90,2,3,89
3,96,2,99,2,5,252
5,187,2,110,1,20,337
2,81,1,134,2,15,41
2,14,1,94,3,5,1
4,190,2,89,1,12,282
3,62,2,99,4,16,130
3,128,1,131,1,10,224
2,14,2,76,1,25,141
2,215,2,75,2,10,62
3,128,1,120,1,6,246
3,104,2,60,1,9,352
3,62,1,151,3,2,11
2,75,1,105,3,5,51
3,128,2,180,1,10,175
2,176,1,95,4,13,111
4,161,1,99,2,15,90
3,207,2,129,1,0,5
3,207,1,80,2,28,41
2,52,2,50,1,4,364
3,65,1,140,1,31,1
3,207,1,160,3,12,5
4,60,2,50,1,10,85
2,75,1,75,3,4,115
2,183,1,179,2,16,1
2,29,2,85,1,14,81
2,14,2,86,2,11,311
4,5,2,79,4,0,2
3,104,2,45,2,6,64
2,92,1,205,5,0,64
2,14,2,50,3,5,365
4,23,2,60,2,9,171
2,14,1,150,2,2,364
4,69,2,35,1,2,23
2,14,1,95,2,0,5
2,81,2,119,2,28,3
2,183,1,150,2,13,282
2,14,1,205,2,0,89
2,217,1,145,3,3,69
2,52,1,129,3,30,81
4,5,1,275,2,2,279
3,96,1,179,2,0,12
2,14,1,115,4,0,36
2,29,1,150,2,4,89
2,14,1,120,4,8,126
2,14,1,95,2,1,8
3,202,2,95,3,0,29
3,96,1,250,3,26,96
2,14,2,63,1,4,20
3,202,1,125,1,21,25
2,14,1,125,1,9,192
2,14,2,68,3,13,365
2,92,3,35,3,15,301
4,84,1,94,1,18,173
2,176,1,150,1,10,354
4,167,2,75,1,14,88
2,29,2,65,1,9,66
2,29,1,250,2,0,342
3,95,1,125,3,0,326
2,14,2,80,1,14,283
3,65,2,72,1,3,201
3,146,2,75,3,9,67
4,167,2,38,2,4,175
4,60,2,55,2,11,179
2,26,1,150,2,4,11
4,78,2,55,1,9,59
3,203,2,105,1,31,365
3,65,2,119,3,8,76
3,36,1,175,1,1,364
3,65,2,100,3,3,157
3,104,1,90,1,17,64
2,215,2,80,1,1,86
2,77,1,80,1,2,132
2,92,1,200,1,2,316
3,96,1,199,3,0,365
4,4,2,50,1,28,251
3,62,2,150,2,2,67
3,120,2,80,3,30,76
3,87,2,129,1,35,365
4,60,1,200,2,4,365
3,65,1,170,3,8,111
2,81,1,175,3,4,9
3,96,1,200,6,2,11
4,105,2,85,4,14,50
2,152,2,62,2,11,158
2,61,2,50,1,20,244
2,14,1,200,3,28,25
2,81,2,77,1,7,364
3,207,2,68,3,8,160
2,215,2,157,1,6,365
2,61,2,75,3,1,170
4,69,2,45,2,3,64
3,207,2,42,3,9,1
4,80,1,75,1,0,7
2,215,1,170,1,1,340
2,86,1,130,1,10,46
2,52,1,149,3,7,299
3,198,2,260,4,22,3
3,104,2,60,1,15,89
2,29,2,59,1,8,56
3,202,1,199,3,1,17
3,202,1,195,6,5,329
2,81,1,165,2,13,273
2,32,2,125,2,30,80
3,62,2,128,1,22,329
2,215,2,150,1,0,89
3,207,2,140,1,0,363
3,95,1,145,2,5,5
2,77,3,22,1,20,160
4,5,2,150,5,0,362
3,210,1,195,2,10,3
2,75,1,81,5,13,8
